iter	Logloss
549	0.4020763948
550	0.401630789
551	0.4011484945
552	0.4006525551
553	0.400257357
554	0.3997941769
555	0.3994674545
556	0.3989624996
557	0.398564727
558	0.3980683171
559	0.3977208201
560	0.3972844227
561	0.3968274962
562	0.3964329656
563	0.3960990668
564	0.3956172719
565	0.3952271949
566	0.3948869454
567	0.3946203843
568	0.3941883474
569	0.3938683105
570	0.3935017658
571	0.3930854398
572	0.3926765166
573	0.3923402018
574	0.391941511
575	0.3914861958
576	0.3909390753
577	0.3904765824
578	0.3900980435
579	0.3896862427
580	0.3892429545
581	0.3888031318
582	0.3883135688
583	0.3879525961
584	0.3873975212
585	0.3869078513
586	0.3863914738
587	0.3859642689
588	0.3855546298
589	0.385228657
590	0.3848771047
591	0.3844792991
592	0.3840077426
593	0.3836532812
594	0.3833201519
595	0.3827673555
596	0.3824225923
597	0.3821188403
598	0.3818040903
599	0.3814197319
600	0.3809569006
601	0.3804674305
602	0.3801223172
603	0.3797888733
604	0.3793427334
605	0.379061756
606	0.3787637281
607	0.3784064173
608	0.3779196978
609	0.3773995889
610	0.3769771672
611	0.3765500479
612	0.3761709089
613	0.3758173559
614	0.3753092362
615	0.3749494124
616	0.3744940542
617	0.3741145658
618	0.3736859735
619	0.3732888134
620	0.3730404228
621	0.372685435
622	0.3722975393
623	0.3719873262
624	0.3715042912
625	0.3713213996
626	0.3710807323
627	0.3707182614
628	0.3702732562
629	0.3698425839
630	0.3695116569
631	0.3690673079
632	0.3686288127
633	0.3682649408
634	0.3678595985
635	0.3674489846
636	0.3670924628
637	0.3666841239
638	0.3663125676
639	0.3659440341
640	0.3655970628
641	0.3652130672
642	0.3647985262
643	0.3643275506
644	0.3638917889
645	0.3635741094
646	0.3633446426
647	0.3630389409
648	0.3626713223
649	0.3623399509
650	0.3619229954
651	0.3615880851
652	0.3611999204
653	0.3607557912
654	0.3604820035
655	0.3601607596
656	0.3597827783
657	0.3594717059
658	0.3590977362
659	0.35877715
660	0.3584060587
661	0.3580931792
662	0.3578241488
663	0.3575065153
664	0.3571052065
665	0.3569038093
666	0.3564422419
667	0.3561641177
668	0.3558650189
669	0.3554912227
670	0.3551100711
671	0.3547120852
672	0.3543535914
673	0.354090769
674	0.3536482159
675	0.3532776836
676	0.3529432574
677	0.3525496386
678	0.3522051587
679	0.3518262713
680	0.3513698023
681	0.3508811367
682	0.3503983247
683	0.350134261
684	0.3496326367
685	0.3493509814
686	0.3490550215
687	0.3487608048
688	0.3484084687
689	0.3481482722
690	0.3479219374
691	0.3475718744
692	0.3472829955
693	0.346935993
694	0.3465720971
695	0.3462668311
696	0.3459110533
697	0.345560234
698	0.345194826
699	0.3447961473
700	0.3445842562
701	0.3441860501
702	0.3438221603
703	0.3435528417
704	0.3431603728
705	0.342787175
706	0.3425544899
707	0.342223324
708	0.3420142529
709	0.3416633908
710	0.3413708179
711	0.3409919983
712	0.3407671633
713	0.3403302083
714	0.3399447893
715	0.3396678728
716	0.3392745944
717	0.3389442424
718	0.3385506573
719	0.3382121588
720	0.3379384712
721	0.3375279187
722	0.3373289173
723	0.3370422092
724	0.3367402942
725	0.3364658644
726	0.3362036516
727	0.3358327031
728	0.3354874991
729	0.3351612609
730	0.3348640428
731	0.3345636882
732	0.334180954
733	0.3338228846
734	0.3335043247
735	0.3331226829
736	0.3327473977
737	0.332398849
738	0.3319695148
739	0.3316860225
740	0.3313226237
741	0.331041927
742	0.3307158804
743	0.3306003915
744	0.3302218406
745	0.3299172232
746	0.3295371209
747	0.3292106928
748	0.3288464515
749	0.3285505607
750	0.3281753647
751	0.3279700464
752	0.3278258231
753	0.3275468957
754	0.3271989492
755	0.326848967
756	0.3264556318
757	0.3262213791
758	0.3258321837
759	0.32554747
760	0.325226225
761	0.3249031979
762	0.324494317
763	0.3243532561
764	0.3239973748
765	0.3236622608
766	0.323419732
767	0.3231226228
768	0.3228180243
769	0.3225008224
770	0.3222224106
771	0.3219056025
772	0.3216246642
773	0.3212954627
774	0.3209761025
775	0.3206202429
776	0.3202666217
777	0.3199190879
778	0.3196505874
779	0.3192686743
780	0.3190129777
781	0.3187498329
782	0.3184015647
783	0.3180586509
784	0.3176821844
785	0.3173805606
786	0.3170716842
787	0.3168249684
788	0.3164205177
789	0.31610939
790	0.3157242761
791	0.3155833071
792	0.3152861283
793	0.3150430275
794	0.3146894081
795	0.3143437226
796	0.3141079665
797	0.3138029246
798	0.3135671781
799	0.3132372359
800	0.3129175662
801	0.3126640492
802	0.3123947249
803	0.3121261193
804	0.3118631387
805	0.3115922984
806	0.3112461758
807	0.3108736256
808	0.3104727439
809	0.3101572719
810	0.3097429567
811	0.3093559067
812	0.3090918904
813	0.3088062027
814	0.3085292643
815	0.3082291301
816	0.3079037881
817	0.307573952
818	0.3073257934
819	0.307008644
820	0.3066873884
821	0.3062965631
822	0.3059462333
823	0.3056054105
824	0.3053271347
825	0.3050816437
826	0.3048289726
827	0.3046095722
828	0.3043479808
829	0.3040492113
830	0.3037343995
831	0.3035081599
832	0.3031545015
833	0.3028784715
834	0.3025488525
835	0.3022423625
836	0.3020009406
837	0.3017233338
838	0.3014984058
839	0.3011902116
840	0.3008182971
841	0.3004569611
842	0.3002716013
843	0.2999080894
844	0.2994874914
845	0.299196933
846	0.2988242591
847	0.2985730638
848	0.2982643723
849	0.2979920283
850	0.297683277
851	0.2973534688
852	0.2970472348
853	0.2967297089
854	0.2963259308
855	0.2960263144
856	0.2957208546
857	0.2953597994
858	0.2950017851
859	0.2946798731
860	0.2943357447
861	0.2939882404
862	0.2936268023
863	0.2933637382
864	0.293062332
865	0.2927622407
866	0.2925570729
867	0.2923069224
868	0.2920875209
869	0.2918268177
870	0.2915502639
871	0.2912747927
872	0.2910721798
873	0.290798926
874	0.2904496714
875	0.2901153185
876	0.2897681836
877	0.2895607029
878	0.2892111374
879	0.2888640699
880	0.288636519
881	0.2884685422
882	0.2881144394
883	0.2879761139
884	0.2876417965
885	0.2874072952
886	0.287045856
887	0.2867812818
888	0.2865892487
889	0.2862507617
890	0.2859870198
891	0.2856693389
892	0.285435443
893	0.2852707302
894	0.2849090701
895	0.2846576559
896	0.2844036213
897	0.2841233768
898	0.2838748213
899	0.2836862129
900	0.2834335101
901	0.2831124028
902	0.2828731816
903	0.2825823876
904	0.2823620899
905	0.2821437036
906	0.2818150577
907	0.2815425886
908	0.2812744915
909	0.2810505919
910	0.2808353083
911	0.2805484832
912	0.2803131935
913	0.2800212526
914	0.2796879366
915	0.2793711473
916	0.279143763
917	0.2788575866
918	0.278625614
919	0.2784126615
920	0.2781991205
921	0.2779406138
922	0.2776990302
923	0.2774069449
924	0.2770956933
925	0.2768181149
926	0.2765955016
927	0.2762671499
928	0.2760901534
929	0.2758148593
930	0.2755257839
931	0.2752080497
932	0.2749342777
933	0.2746631851
934	0.2743878859
935	0.274135904
936	0.2738814593
937	0.2736325569
938	0.2733621463
939	0.2731141221
940	0.2728073257
941	0.2725734652
942	0.2722701147
943	0.2719894295
944	0.2717218526
945	0.2714711932
946	0.2711647629
947	0.2709215799
948	0.2706354057
949	0.2703751556
950	0.2701664234
951	0.2698664942
952	0.2696489625
953	0.2693983266
954	0.2690751884
955	0.2688337946
956	0.2686012024
957	0.2683736978
958	0.2681332477
959	0.2679631882
960	0.2677112792
961	0.2675720292
962	0.2673303921
963	0.267093319
964	0.2668754387
965	0.2667427968
966	0.2664586375
967	0.2661954865
968	0.2660009012
969	0.2657513372
970	0.2653941502
971	0.265170642
972	0.2649111434
973	0.2645672371
974	0.2643142296
975	0.2641121494
976	0.2639030224
977	0.263676502
978	0.2634137747
979	0.2631205997
980	0.2628870498
981	0.2626343436
982	0.2623915751
983	0.2621220041
984	0.2618307311
985	0.2616093264
986	0.2613561731
987	0.2611237827
988	0.2609084042
989	0.2606893638
990	0.2604324421
991	0.2602553272
992	0.2599760779
993	0.2597577708
994	0.2595373866
995	0.2592458293
996	0.2590230914
997	0.2588153435
998	0.2585622619
999	0.2583025691
